,text,sentiment
44,Вот мы вот так и будем все вот на листочках я как следователь буду разбираться понимаете?,2
45,Мне поднимать восстановительный поезд?,0
46,Октябрьский компонент значит по второму пути можно сделать и вторую стрелку переводите в минусовое положение.,0
47,Для подтверждения.,0
48,По поезду локомотивов хвостовой вагон осигнализирован.,0
49,Вов у меня монетка есть!,1
50,Разберусь.,0
51,Официального заключения еще нет но многие эксперты уже сделали выводы.,0
52,Я на это внимание обращаю но даже при 40 км в час он шел раньше он все равно время перегонного хода больше затратил,2
53,А открывать ему диспетчер а1?,0
54,Понял машинист михайлов.,0
55,На твоем канале.,0
56,Экипаж первого машиниста демидова.,0
57,От вк переведу стрелку доедет.,0
58,Ручной тормоз отпущен.,0
59,Вам отвечали товарищ ковалев.,0
60,Больше года назад.,0
61,Начальник района.,0
62,Предупреждение отменилось.,0
63,Я просто так просил помогите блять ну и мне ну... просто у тебя была в отпуске.,2
64,Значит на это есть какие-то причины.,0
65,И нормально поговорить как мужик.,2
66,И значит готовьте разбор елена егоровна по оплате в этих условиях по оформлению автокоскочения когда нуждаются в поручении экономистам то есть придется сделать расчеты обоснования этих документов.,0
67,Грозой ее убило что ли что у нас случилось?,2
68,Проследовали м13 зеленый на локомотиве на светофоре белый.,0
69,Номер хвостового вагона соответствует с натурным листом.,0
70,Усилил бдительность.,1
71,Через 6 будет вопрос.,0
72,Потом соответственно просто-напросто.,2
73,Шлотбары на выпущенные взрывы подняты.,1
74,Это у нас любитель владимир иванович тарасенко такой делать.,2
75,Что вы говорите?,0
76,Понятно 68-58 машинист.,0
77,Лученкова.,0
78,Всё обоснование.,0
79,Диспетчер 45-му отойдите маршрут следования.,0
80,Перед отпуском применить вспомогательный тормоз.,0
81,Стамбуловый туннел готов.,1
82,Скорость 200.,0
83,Уже еду.,0
84,Докажите нам что вам было необходимо потратить 5 рублей.,2
85,23-й 2-3 это академическая без команды не отправляться.,0
86,Время от последнего пробования тормозов составило 2 минуты тормоза опробовать не требуется.,0
87,Кого вызываете-то?,2
88,Тормозная магистраль проверена не нарушена.,0
89,Вы депо зовите.,0
90,Я не могу уехать и не сделать эффективную пробу тромбозов.,2
91,Кто?,0
92,Состав весом в 6 тысяч тонн стал неуправляемым и все набирал и набирал скорость.,2
93,Понятно ну все понятно.,1
94,Пенза 8551 машинист круглов маршрут следования.,0
95,Здесь вопрос не о документах.,2
96,У вас же там нужная лента была?,2
97,А вы знаете что там предупреждение есть?,2
98,Все понятно спасибо всего доброго.,1
99,Берите адвоката жалуйтесь в юнеско в спортлото куда хотите.,2
100,Что-то там кричали непонятно мы так и не добились в чем причина.,2
101,Справа по составу без замечания остановка не подаётся.,0
102,Отправляйтесь просто роща просила не торопиться.,0
103,6919 — электропоезд пассажирский по кунцево-1 подложите башмаки катимся назад.,0
104,А вы мне приказ пришлите?,0
105,Проверка оз тул-1 урванка венёв присады ефремов.,0
106,Входной зеленый.,0
107,Предоставили абы что бы и отстаньте от нас. а в этом говорю это вина экономиста.,2
108,Меняем кабину.,0
109,Обращаем мы на лоскутова.,0
110,Ну во-первых соседи не могут менять это раз эту опору только мы можем это делать.,2
111,Третий в маршруте по первому главному пути.,0
112,Как вы как экономист проверили все вот эти данные?,0
113,Нас вывели на 8 минут потом на входной был каога-2 ещё две.,0
114,Тогда у нас складовая должна поработать.,0
115,За 400 метров скорость не более 20 км/час за 200 м неболее10 км/ч фактическая 15 км/ч.,0
116,Но у нас тоже всё управление дороги прослушивается тем более департамент.,2
117,Поездной диспетчер или днц – ответственный работник хозяйства перевозок железнодорожного транспорта который единолично руководит движением поездов на своем участке и несет за это полную ответственность.,0
118,Он должен присутствовать там.,0
119,Так я и отвечаю за другого.,0
120,Локомотив готов.,1
121,Там свои сроки и вообще-то все на контроле находится.,2
122,Всё идём подавать заявку сначала письменную потом усную.,0
123,28-ом километре какой пикет?,0
124,А это у нас кто?,0
125,Однозначно.,0
126,Чё за негатив?,2
127,То есть в виде справки.,0
128,Что это?,0
129,Пенза дежурный.,0
130,Локомотивный зеленый.,0
131,От сильнейших травм машинист и помощник скончались на месте.,2
132,И вот какие нервы с ними надо иметь!,2
133,По первому пути.,0
134,стоп!,2
135,Переезд свободен.,0
136,Но успеет доехать.,0
137,Я разберусь завтра.,0
138,Скорость по перегону 80 км/час.,0
139,Ну ладно татьяна александровна я вот думаю в том деле на вас тоже вот так послушаю с кабинета вот потому что у меня будет селекторная связь включена тем более все станции нот-1.,2
140,А по какой причине 22-й маршрут?,2
141,Разрешите осмотреть машинное отделение.,0
142,Есть технология работ понимаете?,2
143,Какими приборами безопасности?,0
144,Десятый маршрут десятый до проспекта под оборот.,0
145,А я бы послал туда весь ичс.,2
146,Хуйня ты ебаная.,2
147,Где-то не зарабатывал.,0
148,Вижу зеленый щит.,0
149,7 февраля в 9.40 произошло отключение линии выяснилось что нам сбили опору на 1067 километре было 10 киловольт.,0
150,Так а вот вы мне расскажите пожалуйста а что у нас со 148-м поездом?,0
151,У нас по должностной инструкции есть скорее всего пункт что вы должны выполнять разное поручение руководства.,0
152,На первой.,0
153,3.31 время отправления.,0
154,Тут три года ни при чем.,0
155,Как фамилия ваша?,0
156,Скорость по перегону по первому пути 60.,0
157,Он на стрелке диспетчер.,0
158,61 маршрут высаживайте пассажиров.,0
159,А вы кричите в эфир оскорбляете машинистов.,2
160,В тормозной магистрали 50 ат.,0
161,Я запросила.,0
162,Пассажиры пассажиры.,0
163,Непроверенную.,0
164,Безопасность саунд радиосвязь клуб тскбм включены.,0
165,Начальник депо с вами?,0
166,Освободите вам звонят.,0
167,Вижу входной зеленый стрелки с первого на первый главный путь скорость по главному пути 60 5286 км пикет 6 скорость 25 пост безопасности справа.,0
168,Зеленый входной.,0
169,Это тоже самое что писать на стенке.,2
170,Но если мы имеем право взять то почему же если человек то продаст то поменяет то еще потеряет как бы да?,2
171,Да готово едем?,1
172,Я вас понял.,0
173,За вами два международных поезда!,2
174,Поездов на встречу нет.,1
175,Есть диспетчер.,0
176,По счётчикам.,0
177,Вам дали.,0
178,Будете отрабатывать информацию.,0
179,Ты чё сумасшедший?,2
180,Может я с ними грубо разговариваю.,2
181,Работать не могут блять.,2
182,Поезд 9.562 на работе 13 часов.,0
183,А что у вас такой нет системы гибдд?,0
184,Подпишите к нему.,0
185,Кто уезжал где уехал кто делал?,0
186,Машинист демидов иди на хрен.,2
187,Диспетчер 45-й маршрут учините пожалуйста маршрут следования.,1
188,53-й. так серёмушки первый высадили пассажиров?,0
189,Ты тридцать насади да.,0
190,Так 32 маршрут не приближайтесь к октябрьской 32.,0
191,Нет мы врезались пассажирский.,2
192,Как пирогов пускай лучше маршрутки ходят.,0
193,Вы экономист дистанция дорогослужение.,0
194,Вот то на основании чего вы расчет производили.,2
195,Если дело будет если вы сейчас помните что-то там где-то что-то какая-то может быть информация вы сейчас это помните через 3 месяц вы это забудете.,0
196,Вот как я сейчас пишу.,0
197,Мне причину нужно в пометку вводить.,0
198,22-й маршрут по какой причине проследовали?,0
199,Слева с пути и поезда сигналы об остановке не подаются.,0
200,Связь наверное которая провода в связи да?,0
201,на локомотивном светофоре зеленый.,0
202,Фурцин беспокоит рб-1.,0
203,Вызывайте дса!,2
204,Стрелки по маршруту.,0
205,Читают контрольную карту.,0
206,Все до свидос третий путь колпак?,2
207,Документально надо обосновать.,0
208,На основании какой технологической карты?,2
209,Нормативный документ что туда должен был поехать старший электромеханик.,2
210,Так я говорю татьяне николаевне а для суда я говорю а если бы они меняли два дня эту опору?,0
211,Дп выхина маршрут по в-1 был задан?,0
212,Машинист 6919 кунцево-1.,0
213,От м13 м11 будем слезать на третий свободный путь.,0
214,Я вам задаю вопрос за экономические показатели.,2
215,А почему у вас увеличенный интервал?,2
216,Так нам юристы правильно написали.,0
217,А чего так плохо едете?,2
218,Вот он идет...,2
219,Диспетчер не понял вас.,0
220,Давление тормозной магистрали 5.2 впитательный 8.8,0
221,Красный строитель.,0
222,Зелёный бор.,0
223,Сейчас все подскажем.,1
224,А где ты есть?,2
225,Сейчас подъедет инструктор из калужских дождитесь его.,0
226,А нужны ли эти люди для замены этой опоры?,0
227,Ясно?,2
228,Ща прибегу!,1
229,Вы должны были это написать до тех сроков которые я вам показывал.,2
230,С новым годом друзья.,1
231,Прямо объездками сильно загорожено да?,0
232,Да-да это что?,2
233,Пройти!,1
234,Чё-то там у ребёнка отец пьяный чё-то ребёнка бьёт у такого чё-то пассажиры визжают аж через систему машинист.,2
235,Значит сейчас откроются вам светофоры.,0
236,Понятно поездные документы предупреждения получены и сверены.,0
237,Слушаю Вас.,0
238,Как вы орали там что у вас зарплата лишняя?,2
239,Я тебе говорю люди!,2
240,Рельсы в этом месте идут под уклон.,2
241,Восток сегодня?,0
242,Подключите сюда еще кто-то кто вас может там навестить.,0
243,И как с этой информацией пойти в суд?,0
244,Вот протокол оформляйте соответственно все это формируется я думаю даже если мы будем делать все это мы не возможем сделать больше.,0
245,Переезд в свободе.,0
246,Вы все слышите интересные люди.,2
247,24 февраля.,0
248,Диспетчер предупреждение у меня по всему участку работают люди по очистке снега бдительность сигналы.,0
249,Дс пусть репу чешет и думает.,2
250,Да посылай.,2
251,Включение.,0
252,Здесь вопрос о том что этот материал был нам спущен на здоровье.,0
253,Предупредить да.,0
254,Нормально всё.,1
255,Октябрьская 876-й поезд 2-й до конца не въехал не знаю в чем дело не доехал и двери не открывает.,2
256,Не имели.,0
257,На одной трассе по отдалению за грузовиком 6805.,0
258,Открываю уже.,0
259,Остальное всё собственно свободно?,2
260,Отправляй сигмона я тебе приказываю.,2
261,Запрошу?,0
262,С этим этим нам ничего не заплатят.,0
263,Откидаю кабину.,0
264,Я вижу что он не доедет.,0
265,Но если я бы на месте того человека который сбил эту опору нанял адвоката.,0
266,Вот эти документы нужны.,0
267,С тем подходом который мы сделали.,0
268,Я ему отдала эту калькуляцию.,0
269,Машинист «тройки»!,2
270,Конец опасного места.,1
271,Так что я вас думаю послушаю так в подходящий момент.,0
272,А кто тебе сказал что я её буду переводить?,2
273,А не то что она просто так написана.,2
274,Иди ты на хрен машинист демидова понял?,2
275,Но почему?,0
276,Вполне терпим.,0
277,Здравствуйте александр анатольевич мы ложились в проверку едцу занимаемся двое на вырубке по кликоткам и северной.,0
278,Часа наверное к 19 уже по поварова-3 будете.,0
279,Это уже надо с машинистами разговаривать!,2
280,Так же как вам к секретарю ходят.,0
281,Называется пакет документов калькуляция а дальше приложение подтверждающие то-то то-то.,0
282,Ты будешь там сидеть и учиться работать.,2
283,Вызывайте полицию.,2
284,По третьему занят там был ремонт.,0
285,Делай!,2
286,И кто мужчина женщина?,2
287,Это я вам давал задание.,0
288,Понятно пусть он за ним идет следом и говорит пока без команд чтобы не отправлялся никуда.,0
289,А потом уже в суде.,2
290,Ну жапченко же мы уже обговорили этот вопрос.,2
291,Нарушен габарит на сигнальной точке!,2
292,Все понятно я еще раз говорю.,0
293,На станции октябрьская высаживайте пассажиров затормаживайте состав переходите на 2-й путь 61-й маршрут будете звонить на 3-й станционный путь станция октябрьская.,0
294,А ну-ка давай давай иди.,2
295,Время согласно расписанию вышло отправляемся.,0
296,Расстояние 450 метров.,0
297,Проследовали выходной зеленый с стрелки в маршруте по первому главному пути.,0
298,Вы уже отправляете резервы на перегон.,0
299,61 маршрут стоит на втором пути в 6 кабину прибудете и включите диспетчера состав стоит без машиниста.,0
300,Но она утверждает о том что ей поступили какая-то информация она подготовила калькуляцию отстаньте от меня.,2
301,Да-да пускай приезжают и помогут дедушке убрать.,2
302,Сначала нервы тоже замотают что не возьмут потом всё-таки возьмут.,2
303,Скоростемерная лента в задней кабине осмотрена порывов и задир нет.,1
304,Диспетчер а че? Если отправлю щас может доедет он?,2
305,Ну что значит не может быть?,2
306,Проходит команда.,0
307,Да и ответ на запрос.,0
308,Кто тебе сказал?,2
309,61 маршрут 61 без команды не отправляйтесь.,0
310,Серёга открывай ещё на первый подоборот.,0
311,Машинист-инструктор сафина нахожусь на станции октябрьская с кольцевой линии я пришел.,1
312,Сроки были.,2
313,Я не пойму одного у тебя тормоза вообще опробованы в передачах?,2
314,Я говорю записали обаив!,0
315,Высаживайте пассажиров затормаживайте состав переходите на второй путь.,0
316,Доказательства обоснования стоимости ремонтных работ в скобочках первичные бухгалтерские документы о стоимости работ запасных частей расходных материалов много ресурсов заработки платы работников осуществляющих имен и так далее.,0
317,И в комиэнергиа была загрузка да?,0
318,Везет тебе.,1
319,9501 из турбатского на купчинскую.,0
320,Мотив 746 готов.,0
321,В любом случае бригада если выезжала значит должны были какие-то документы закрываться то что действительно бригада работала.,2
322,Алле здравствуйте.,0
323,Сейчас наверное распылит и уберёт.,0
324,Охрана которая на платформах подойдёт.,1
325,Понял машинист михаев номер поезда 8001.,0
326,Ваши замечания не принимаются.,2
327,Стрелки в маршруте по первому главному пути.,0
328,Осмотрщик вагонов при его приемлемости провожает.,0
329,Почему не приложили?,2
330,Желтый разрешающий.,0
331,Ну на 5 часов вас диспетчер не берет вы там не проедете я не знаю когда она вас возьмет.,2
332,Так извините направленны.,0
333,А вот эти затраты которые мы принесли она их никак не подтверждает.,2
334,Причем путевой лист?,2
335,Время следования по перегону 20мин.,0
336,Машину положишь этот припой тогда мы её отвезём.,0
337,Вы меня поймите я уже у меня сил просто нет нет нет бороться.,2
338,Куда он уйдет?,0
339,Мы узнаем где телефон.,2
340,Скорость по перегону по первому пути 70.,0
341,Представляемся ваш состав дежурная сапсова.,0
342,Да какие-то нормы правильно я согласен.,1
343,Подождите сейчас машинисту только подают по 61-му маршруту машиниста обратно по 55-му отправит а сам заведет 61-й на третий путь.,0
344,Сошлись рельсы стоим.,0
345,Понятно безопасность саунд радиосвязь клуб тскбм включены.,0
346,Вот так что татьяна александровна сейчас я ему позвоню.,0
347,Акт работы предъявлен в тс потому что на заявку... как вы проверили достоверность предоставленной вам информации?,2
348,Володь что-то 17 с чем-то 40 по-моему.,0
349,Вы досконально должны тогда что и чего.,2
350,Светофор v1 по какому показанию следовали?,0
351,Третьяковска по второму пути высаживайтесь в категорию обстоятельства оставляйте резерву на перегон следующих без команды не отправляйте.,0
352,Вызывайте пусть думает как сборный обеспечить черенкова локомотивом под утрешнюю сборную.,0
353,Если будет делать несколько человек.,0
354,Сигналов остановки не подаёт.,2
355,Погибших похоронили в родной уфе на романовском кладбище.,2
356,Напряжение на батарее 53 вольта.,0
357,Ну все владимир петрович.,0
358,Ты да?,0
359,На 11-к-25 великдравовск-казамский вы отцепили?,0
360,Год назад их точно перенесли.,0
361,Сейчас я его наверное на завтра к себе вызову.,2
362,Диспетчер 6334 моисеев он только что вам ответил вызовите его еще раз.,0
363,Какую станцию сейчас вам взять?,0
364,Сигналов остановки не подает.,2
365,Кто знает телефон?,0
366,Октябрьская у вас маршрут готов на 3-й?,0
367,Мы просто-напросто привлекали человека к ответственности за невыполнение должностных обязанностей.,0
368,Она кем утвержденная что вот на замену опоры нам нужно... стоп!,2
369,Просто-напросто взяли вот послушали вас селектор.,2
370,Впереди пути провод.,2
371,Так пишут связь такая плохая я тебе сейчас повторю!,2
372,Вот вы это должны были сделать.,2
373,Стойте без движения вас пригласят.,0
374,Вы на этой должности находитесь.,0
375,Я отработала информацию.,1
376,Отправимся я просто говорю вы не отправляйтесь сигнал будет перекрывать.,0
377,Вы не отправите у вас не на том съезде он стоит.,2
378,Скорость отправления 25 км/час.,0
379,Сколько потратил лоскутов на бензин?,0
380,Вот мне очень нравится как-то... подготовка материала.,1
381,39-й вы меня поняли?,2
382,Куда на первой?,2
383,Заплати ему зарплату.,0
384,Скорость 93 принимайте меры!,2
385,Сошлись рельсы.,0
386,Вот запись переговоров машиниста и диспетчера.,0
387,Кого ещё?,0
388,1-й вагон там просят работникв полиции.,2
389,Тормоза работают нормально.,1
390,Всем электромеханикам передать показания электросчётчиков в техотдел пономарёва и лидии ивановны.,0
391,Ищи его чтобы он начальника вызвал срочно.,2
392,Зачем письмо?,2
393,Поезд слева впорядке сигналов остановки не подают.,1
394,Третий номер машинист зотов слушаю.,0
395,Вам дано было поручение подготовить соответственно документы.,0
396,А нащеркаться я им выговорю.,0
397,Я же не заставляю ее биться головой об стену понимаете?,2
398,Хвостовой вагон ассигнализирован.,0
399,Роспись ее да?,0
400,Какую?,0
401,Запишите не выполняете регламент переговора с нарушением.,2
402,Вот сиди и любуйся.,2
403,Записал?,0
404,Если по технологии работы это не положено должен платить тот кто это выпускает.,0
405,Маршрут с 5-го западного пути приготовлен на 3-й пассажирский стрелки по маршруту.,0
406,Значит я вас официально еще раз повторяю.,0
407,Ну и на пару с ним поедете.,2
408,Ещё и ничего тому открыли которому нахрен он мне не нужен.,2
409,А как мы взимать деньги будем?,2
410,Может уже проведем разборы в протоколе разбора укажем чтобы подготовить документы новинской.,0
411,Работал трудовик он там что-то писал.,0
412,Вас удовлетворяет.,1
413,Я произвела.,1
414,Сейчас класс на первом месте экономические образы они должны отработать.,0
415,Ну они конечно договорились там уже нашли лицензию снова.,1
416,Понятно машинист Борисов кабину поменяли и готовы.,1
417,Ценю даже не отрабатывает ту часть которую вы делаете вы.,2
418,Или так и будем работать как получится?,2
419,Вот я сюда а лучше бы я послал все эче.,2
420,Итогом опреленного совещания от 18.02.,2
421,Понял диспетчер.,1
422,Игорек это саня моисеев тебе помощь нужна?,1
423,Мужики а такой вариант вас устроит?,0
424,Контроллер набран.,0
425,И выбрали с нами.,0
426,У тебя не хватило мозгов?,2
427,Опять же фиксируется всё.,2
428,Вы больше не нужны.,2
429,Выходной нс-2 желтый в локомотивной желтый.,0
430,Это да.,0
431,В 19-54.,0
432,Третий номер?,0
433,Высажены но пока не ходят туда-сюда заходят-то выходят двери-то открытые.,0
434,Маршрут по главному.,0
435,Два в отпуске один за твой счёт.,2
436,А зачем ты-то по третьему?,0
437,Давай к 12 где-то давай?,0
438,Диспетчера предлагают ехать дальше.,0
439,И как отнеслись к ним?,0
440,Ладненько александра александровна всего доброго.,1
441,Заряда заряда слушаю вас.,0
442,Чё вы от меня хотите чтобы я заехал на третью стационную затормозил потом перешёл на вторую путь что ли?,2
443,Идут электрички я вам объясню как они дают.,2
444,Спокойной ночи.,1
445,Вы же даже не разобрались в чем дело а пришли вот со мной так разговаривать.,2
446,Заставка наверное здесь будет стоять на 3-м пути к этому времени.,0
447,Здравствуйте м-69 понятно м-69 по 112 вызываю электровоз выезжать готовы стоянь на месте м-69 красный ждём команду для спутника м-3 электровоз казанская поменяли кабину?,0
448,Отвечай почему допустили проезд?,2
449,Я на смену.,0
450,Она член профсоюза?,0
451,Что время перегонного хода увеличивается,0
452,С первого зеленый отправляемся.,1
453,Видите что поезд у вас выбивается вы ничего не хотите?,2
454,Выставку под оборот не брали потому что на 4-м оборотной на 3-м стоит расстановочный состав.,2
455,То есть мы имеем калькуляцию но больше ничего не следует.,2
456,Вы неадекватный человек?,2
457,Проходной зеленый.,0
458,На укв 1 остановились.,0
459,Когда отказали тормоза ни машинист ни диспетчер ничего сделать уже не могли.,2
460,Доказательства в обоснованности стоимости ремонтных работ.,0
461,Необходимо проверить ценность тормозной магистрали постановки ручки крана в первом положении.,0
462,Двадцать третий седра слушаю.,0
463,Маршрут пригородному по первому пути.,0
464,Ты снимаешь ангелина?,0
465,И потом разбор проведем.,0
466,Никакой подтверждающей документации нет.,2
467,Сейчас другие откроют да?,0
468,А второй вопрос то что необходимо обосновать.,0
469,Среди вас был отправлен грузовой 1705-м номером.,0
470,Пойдем и разберемся.,0
471,Третьяковская делайте по первому пути один соотправляйте резерву на перебой.,0
472,А если вы хотите ага лишь бы так мне сдали человек я на это напишу нет.,2
473,Вот сейчас я вам такую же хуйню могу сказать.,2
474,Вл-10-30 никулочкин.,0
475,На 1-й. на 1-й. на 1-й?,0
476,Освободите.,0
477,Выходной с 3-го технического на 2-й главный зеленый.,0
478,У гражданова 25 отменилось к 7 часов 30 минут скорость установлена!,0
479,Понимаете?,0
480,9-501 на третьем пути.,0
481,Я говорю слушайте это тоже деньги понимаете?,2
482,Босова блок 68-58 пассажиры идут что там говорят что-то все в крови ребенок что-то плачет сколько-то по фрязино придут посмотрят разберутся.,2
483,Документы не предоставлены к сожалению мы пока не в состоянии это сделать.,0
484,Такой вопрос.,0
485,Детская штата закрепляет по одному тормозному башмаку с обеих сторон.,0
486,Нет ниток сейчас не сделали.,0
487,Слева без замечания остановка не подается.,0
488,Мы шли с инструктора проводили проверки по участку.,0
489,Нормально.,0
490,Нам-то необходим документ.,2
491,Я вам про кадры не задаю вопрос.,2
492,Помощник побежал доложит башмаки…,0
493,Нужно ли там было пять человек?,2
494,Это 68-58 нам срочно нужна милиция там творится в вагоне что-то страшное.,2
495,Время стоянки от последнего опробования тормозов составило 15 мин.,0
496,2707-й диспетчер слушаю.,0
497,Потому что я не знаю а утром утренняя идёт пачка электричек.,0
498,Может по технологии работ там достаточно было двоих человек?,0
499,Во-вторых если вы меня вызываете на разбор пожалуйста мне приказ на отстранение... завтра будет официально вам будет.,2
500,Мне в свободности адвоката заложили чтоб я тебе приказ дала.,2
501,Едьте по удалению.,0
502,Чуть не очень хорошо поехал.,0
503,590-108 в 7-м сазранском пенз 2.,0
504,Справка обеспечения пользы тормозами получена.,0
505,Значит манёвры останавливай.,2
506,Кадровик профсоюз смотрел что там все профсоюзные работники участвовали.,0
507,Мне кажется пассажиры высажены из 61-го маршрута.,0
